name,age,rank
Giovanni Mpetshi Perricard,20.9,88
Girts Dzelde,36.8,-1
Giulio Zeppieri,21.2,168
Gleb Sakharov,29.6,201
Glenn Weiner,27.4,208
Go Soeda,27.8,119
Goncalo Nicau,23.8,804
Gonzales Austin,18.6,-1
Gonzalo Bueno,19.5,407
Gonzalo Escobar,27.4,460
Gonzalo Lama,23.6,313
Gonzalo Villanueva,27.5,279
Goran Bosalevski,29.8,-1
Goran Ivanisevic,29.8,137
Goran Tosic,26.6,596
Gorka Fraile,28.2,329
Gouichi Motomura,29.2,248
Grant Stafford,28.6,472
Greg Jones,22.4,282
Greg Rusedski,29.4,53
Grega Zemlja,25.1,140
Gregoire Barrere,27.9,100
Gregoire Burquier,30.2,205
Gregory Carraz,28.8,96
Grigor Dimitrov,26.3,34
Grzegorz Panfil,22.5,480
Guido Andreozzi,27.3,129
Guido Pella,28.0,97
Guilherme Clezar,22.6,245
Guillaume Couillard,29.8,1049
Guillaume Raoux,30.0,234
Guillaume Rufin,21.9,158
Guillem Burniol,21.6,497
Guillermo Alcaide,24.0,238
Guillermo Canas,26.7,51
Guillermo Carter,25.5,904
Guillermo Coria,21.9,44
Guillermo Garcia Lopez,28.4,65
Guillermo Hormazabal,20.9,653
Guillermo Olaso,24.1,241
Guillermo Rivera Aranguiz,22.0,352
Gunawan Trismuwantara,19.2,2050
Gunther Darkey,26.9,765
Gustavo Heide,22.0,219
Gustavo Kuerten,25.7,52
Gustavo Marcaccio,28.4,435
Gustavo Ramirez,21.4,1268
Gvidas Sabeckis,25.0,573
Gwinyai Chingoka,20.7,-1
Gwinyai Tongoona,31.1,1011
Gyorgy Balazs,21.5,744
Hady Habib,22.0,561
Haithem Abid,21.7,843
Haluk Akkoyun,30.2,1116
Hamad Medjedovic,20.3,168
Hamid Reza Nadaf,27.6,1588
Hamza Karmoussi,,-1
Hans Hach Verdugo,26.2,621
Hans Podlipnik Castillo,23.7,436
Hao Lu,20.6,889
Hao Sheng Koay,17.5,-1
Harel Levy,24.5,128
Harold Mayot,21.7,173
Harri Heliovaara,25.6,541
Harry Bourchier,25.0,324
Harsh Mankad,23.3,518
Harshana Godamanna,27.5,1011
Harutyun Sofyan,19.4,-1
Hasan Ibrahim,24.5,1507
Hassan Al Mousa,19.3,-1
Haydn Lewis,29.8,787
Hayk Hakobyan,22.0,-1
Hazem Naw,20.1,-1
Hazuan Hizan,22.7,-1
Hector Moretti,27.4,228
Hee Seok Chung,26.3,636
Hee Sung Chung,23.1,722
Hei Yin Andrew Li,19.8,1511
Helder Lopes,25.2,656
Helge Koll,27.0,424
Hendri Susilo Pramono,21.2,657
Hendrik Dreekmann,27.8,856
Henri Kontinen,19.3,816
Henri Laaksonen,26.4,158
Henri Squire,23.4,213
Henrik Andersson,26.1,388
Henrik Sillanpaa,24.0,570
Henrique Rocha,19.9,260
Henry Adjei Darko,20.9,488
Henry Estrella,20.8,-1
Henry Searle,18.2,554
Henry So,26.3,1209
Herbert Wiltschnig,25.0,236
Herkko Pollanen,19.2,729
Hermes Gamonal,25.7,243
Hernan Casanova,28.4,321
Hernan Gumy,28.2,84
Hernando Jose Escurra Isnardi,22.3,1329
Heve Kelley,26.8,-1
Hicham Arazi,28.3,47
Hicham Khaddari,22.0,595
Hillel Rousseau,17.6,-1
Hiroki Kondo,20.9,620
Hiroki Moriya,25.4,203
Hisham Hemeda,22.2,1304
Hiu Tung Yu,22.9,1178
Holger Rune,19.8,56
Hong Chung,20.7,1042
Hong Kit Jack Wong,21.7,1174
Horacio Zeballos,28.8,75
Horia Tecau,21.3,448
Hsien Yin Peng,25.6,-1
Hsin Han Lee,20.3,764
Hubert Hurkacz,24.7,34
Hugo Armando,25.8,227
Hugo Dellien,26.8,161
Hugo Gaston,22.1,113
Hugo Grenier,26.9,150
Hugo Nys,32.5,1117
Hussain Al Ashwak,24.7,-1
Hyeon Chung,21.0,70
Hyun Joon Kim,22.7,922
Hyun Joon Suk,19.7,1100
Hyun Woo Nam,21.8,588
Hyung Taik Lee,28.8,76
Ian Flanagan,22.3,866
Ibrahim Abou Chahine,20.9,-1
Ignaci Roca,28.6,-1
Ignacio Buse,19.8,443
Ignacio Carou,23.1,732
Ignacio Garcia,19.1,-1
Ignacio Hirigoyen,25.4,306
Igor Andreev,24.4,59
Igor Chaldounov,31.2,-1
Igor Gaudi,25.2,218
Igor Kornienko,28.3,693
Igor Kunitsyn,27.4,88
Igor Levine,22.9,854
Igor Sijsling,25.9,95
Ilia Kushev,24.4,479
Ilija Bozoljac,23.0,226
Ilija Martinoski,18.7,1014
Iliyan Radulov,19.2,766
Illia Biloborodko,18.6,747
Illya Marchenko,26.4,117
Ilou Lonfo,26.9,-1
Ilya Belyaev,20.1,334
Ilya Ivashka,26.9,96
Ilya Snitari,21.8,740
Inam Gul,21.2,-1
Ingo Neumuller,24.3,886
Inigo Cervantes Huegun,25.6,142
Ioannis Xilas,23.0,1028
Ion Moldovan,24.1,406
Iphton Louis,28.2,1315
Irakli Labadze,22.4,103
Irakli Metreveli,17.9,2085
Irakli Ushangishvili,22.7,896
Isaac Becroft,21.8,1016
Isak Arvidsson,22.5,605
Ismael Changawa Ruwa Mzai,23.6,-1
Ismar Gorcic,26.8,580
Israel Matos Gil,21.8,564
Israel Morales,19.9,-1
Issam Al Tawil,22.8,984
Iurie Gorban,24.9,-1
Ivan Cerovic,23.9,355
Ivan Dodig,28.1,78
Ivan Endara,24.6,476
Ivan Gakhov,26.5,248
Ivan Ljubicic,26.6,33
Ivan Miranda,24.9,278
Ivan Navarro,26.7,116
Ivan Nedelko,25.8,450
Ivan Sergeyev,21.3,262
Ivan Vajda,22.5,300
Ivaylo Traykov,24.9,391
Ivo Bratanov,24.3,872
Ivo Heuberger,26.9,141
Ivo Karlovic,32.3,60
Ivo Klec,27.1,295
Ivo Lagzdins,19.7,-1
Ivo Minar,23.2,103
Ivor Grazette,27.5,-1
Izak Van Der Merwe,26.2,249
Iztok Bozic,30.2,508
J J Wolf,24.0,80
Jaak Poldma,22.0,1097
Jaan Kononov,20.4,-1
Jabor Al Mutawa,20.1,-1
Jack Brasington,25.7,165
Jack Cheng,15.6,1600
Jack Draper,21.6,65
Jack Loutit,20.2,790
Jack Mingjie Lin,19.8,-1
Jack Sock,23.9,74
Jacob Adaktusson,25.3,265
Jacob Bicknell,23.6,-1
Jacob Coenraad De Klerk,21.3,1485
Jacob Fearnley,23.0,205
Jacob Rasolondrazana,29.4,-1
Jacobo Chavez,30.4,1182
Jacobo Diaz,24.7,108
Jacopo Berrettini,24.2,842
Jad Ayoub,17.7,-1
Jad Ballout,20.0,-1
Jae Min Seol,22.0,-1
Jae Sung An,21.7,596
Jaime Cortes,34.6,-1
Jaime Faria,20.9,186
Jaime Oncins,31.2,-1
Jakub Herm Zahlava,20.7,316
Jakub Mensik,18.7,89
Jalil Khan,25.6,-1
Jamal Darmadi,20.5,-1
James Auckland,26.4,414
James Blake,26.9,45
James Duckworth,27.6,138
James Greenhalgh,25.1,766
James Lemke,21.9,456
James Mccabe,20.8,298
James Mcgee,25.4,354
James Sekulov,23.5,160
James Shortall,22.2,916
James Ward,26.3,222
Jamie Baker,23.1,256
Jamie Delgado,25.1,217
Jamie Murray,21.1,1507
Jan Boruszewski,22.7,376
Jan Choinski,26.7,207
Jan Frode Andersen,30.4,248
Jan Hajek,27.0,102
Jan Hernych,28.0,110
Jan Kroslak,25.8,157
Jan Lennard Struff,29.1,58
Jan Mertl,34.0,277
Jan Michael Gambill,25.0,57
Jan Minar,27.0,250
Jan Satral,26.2,194
Jan Siemerink,30.7,102
Jan Vacek,26.8,118
Jan Weinzierl,30.0,342
Jan Zielinski,25.1,860
Janez Semrajc,22.0,530
Janis Podzus,20.6,879
Janis Skroderis,21.2,1410
Janko Tipsarevic,26.1,79
Janne Ojala,26.1,515
Jannik Sinner,20.9,24
Jared Donaldson,20.6,92
Jared Palmer,29.2,700
Jarkko Nieminen,26.9,52
Jaroslav Levinsky,22.4,403
Jaroslav Pospisil,30.3,216
Jason Engelhardt,25.1,-1
Jason Jung,30.6,160
Jason Kubler,28.6,111
Jason Sankey,26.1,-1
Jason Stoltenberg,30.3,80
Jasper Smit,25.8,711
Jaume Munar,24.1,91
Javier Barranco Cosano,25.5,254
Javier Garcia Sintes,22.3,479
Javier Marti,19.9,213
Javier Sanchez,31.9,281
Jay Clarke,21.5,196
Jay Gooding,26.8,708
Jaymon Crabb,25.0,263
Jc Aragone,23.6,347
Jean Andersen,25.2,810
Jean Christophe Faurel,24.9,175
Jean Claude Scherrer,27.5,619
Jean Francois Bachelot,24.4,221
Jean Jacques Rakotohasy,21.6,-1
Jean Julien Rojer,22.4,599
Jean Marc Bazanne,21.5,-1
Jean Michel Durango,19.0,764
Jean Nabi,29.4,-1
Jean Rene Lisnard,25.4,173
Jean Segodo,24.3,-1
Jeevan Nedunchezhiyan,25.1,314
Jeff Coetzee,23.6,342
Jeff Morrison,24.9,132
Jeff Salzenstein,29.9,218
Jeff Tarango,31.7,88
Jens Knippschild,25.8,122
Jenson Brooksby,21.3,86
Jeremy Chardy,27.5,59
Jerome Golmard,27.7,75
Jerome Haehnel,24.9,165
Jerome Kym,20.5,468
Jerry Joseph,22.7,-1
Jerzy Janowicz,23.2,80
Jeson Patrombon,22.7,1226
Jesper De Jong,23.5,161
Jesse Flores,26.2,1064
Jesse Huta Galung,25.5,182
Jesse Levine,22.8,146
Jesse Witten,25.6,246
Jesus Bandres,24.4,1169
Jesus Francisco Felix,28.0,-1
Jhonnatan Medina Alvarez,23.7,-1
Jhonson Garcia,25.5,1088
Ji Sung Nam,25.9,401
Jicham Zaatini,26.0,745
Jie Cui,25.3,748
Jim Courier,29.4,48
Jim Thomas,26.4,568
Jimmy Wang,22.8,188
Jimy Szymanski,26.2,339
Jing Yi Li,23.6,1066
Jing Zhu Yang,25.0,1076
Jirat Navasirisomboon,21.1,1246
Jiri Lehecka,21.6,50
Jiri Novak,27.9,32
Jiri Vanek,26.1,110
Jiri Vesely,24.1,79
Jo-Wilfried Tsonga,28.0,27
Joachim Bjerke,19.2,938
Joachim Johansson,22.8,138
Joan Jimenez Guerra,25.2,674
Joao Cunha Silva,32.1,288
Joao Domingues,24.8,228
Joao Fonseca,17.8,308
Joao Menezes,23.8,203
Joao Pedro Sorgi,24.3,363
Joao Sousa,27.9,71
Joao Souza,25.1,115
Joaquin  Aguilar Cardozo ,18.8,1074
Joel Allen,21.2,-1
Joel Schwaerzler,18.5,370
Johan Landsberg,25.4,611
Johan Nikles,23.5,479
Johan Ortegren,22.6,395
Johan Settergren,24.0,224
Johann Coles,20.9,-1
Johannes Ager,19.2,622
Johannes Ingildsen,24.6,990
Johannes Seeman,22.5,-1
John Bryan Decasa Otico,18.9,-1
John Doran,23.9,548
John El Khoury,20.5,-1
John Hui,23.7,1026
John Isner,29.9,33
John Millman,29.7,75
John Morrissey,21.4,-1
John Patrick Smith,27.6,193
John Paul Fruttero,24.4,205
John Van Lottum,26.4,115
Johnny Arcilla,26.4,1465
Johny De Leon,20.3,964
Joji Miyao,20.2,1211
Jonas Bjorkman,31.6,60
Jonas Forejtek,19.0,480
Jonas Froberg,19.6,621
Jonathan Chu,28.7,-1
Jonathan Dasnieres De Veigy,24.5,236
Jonathan Erlich,25.1,532
Jonathan Eysseric,19.8,584
Jonathan Igbinovia,26.3,1107
Jonathan Marray,23.8,302
Jonathan Mridha,23.4,1094
Jonathan Printzlau,25.0,-1
Jonathan Stark,29.6,683
Jordan Thompson,26.8,68
Jordi Munoz Abreu,27.1,1242
Jordi Samper Montana,27.0,313
Jorge Aguilar,25.7,292
Jorge Brian Panta Herreros,19.1,812
Jorge Tejada,31.7,-1
Jorge Villanueva,18.9,1523
Joris De Loore,25.2,238
Jose  Flores,27.1,-1
Jose Acasuso,23.1,60
Jose Antonio Sanchez De Luna,22.6,364
Jose Antonio Velazquez,19.0,-1
Jose Baires,20.1,1162
Jose Benitez,20.5,1263
Jose Bernard,22.9,-1
Jose De Armas,22.7,370
Jose Hernandez,24.0,444
Jose Olivares,18.5,1074
Jose Perdomo,24.7,-1
Jose Roberto Velasco,17.7,-1
Jose Rubin Statham,25.3,460
Jose Zunino,19.5,1068
Joseph Sirianni,32.2,211
Joseph Victorino,19.4,1382
Josh Goodall,22.9,244
Joshua Eagle,27.8,-1
Josko Topic,29.6,605
Josselin Ouanna,23.5,145
Jozef Kovalik,27.0,152
Juan Albert Viloca Puig,27.8,181
Juan Alejandro Hernandez Serrano,22.9,536
Juan Andres Gomez,18.6,1487
Juan Antonio Marin,27.4,127
Juan Balcells,25.9,96
Juan Borba,20.2,-1
Juan Carlos Ferrero,25.2,24
Juan Carlos Fuentes Vasquez,18.6,-1
Juan Carlos Gonzalez,18.8,-1
Juan Carlos Prado Angelo,18.2,756
Juan Carlos Ramirez,19.7,1473
Juan Carlos Rebaza Lozano,17.8,-1
Juan Carlos Saez,24.0,239
Juan Enrique Crosa,22.5,-1
Juan Giner,23.8,315
Juan Ignacio Chela,26.3,48
Juan Ignacio Londero,26.3,88
Juan Lorenzo Gonzalez,31.5,-1
Juan Lugo,19.9,-1
Juan Luis Tati Rascon,33.6,484
Juan Manuel Cerundolo,20.7,142
Juan Manuel Elizondo,24.0,680
Juan Martin Aranguren,24.6,292
Juan Martin del Potro,23.8,52
Juan Monaco,26.1,51
Juan Pablo Barboza,21.9,-1
Juan Pablo Brzezicki,25.6,136
Juan Pablo Ficovich,24.3,235
Juan Pablo Guzman,25.1,189
Juan Pablo Varillas,26.4,159
Juan Rios,37.3,-1
Juan Sebastian Cabal,24.8,329
Juan Sebastian Langton,24.6,-1
Juan Sebastian Vivanco,21.4,865
Juho Paukku,23.6,915
Jui Chen Hung,25.3,704
Julen Uriguen,18.2,1220
Julian Alonso,22.7,122
Julian Knowle,28.9,144
Julian Lenz,26.4,322
Julian Reister,26.1,211
Julian Saborio,20.1,1182
Julien Benneteau,28.6,76
Julien Boutter,27.5,87
Julien Cagnina,23.6,248
Julien Jeanpierre,24.2,170
Julien Mathieu,24.5,981
Julien Varlet,25.2,172
Julio Cesar Campozano,24.3,400
Julio Peralta,21.4,540
Julio Silva,26.2,249
Julius Gotovskis,18.4,-1
Julius Tverijonas,22.3,1315
Jun Chao Xu,20.0,594
Jun Kato,22.2,503
Juncheng Shang,19.0,131
Jung Woong Na,19.4,842
Jurabek Karimov,19.9,692
Jurgen Melzer,27.5,58
Jurgen Zopp,25.8,215
Jurij Rodionov,22.8,146
Justin Barki,21.3,-1
Justin Bower,23.8,337
Justin Engel,17.0,458
Justin Gimelstob,26.7,131
Justin Lunn,25.6,-1
Justin Oneal,30.7,748
Kacper Zuk,22.0,285
Kaichi Uchida,27.7,195
Kaipo Marshall,20.7,-1
Kalle Flygt,24.5,396
Kamil Capkovic,18.7,370
Kamil Majchrzak,24.9,138
Karam Hatamleh,21.9,-1
Karan Rastogi,21.1,626
Karen Khachanov,24.1,37
Karim Alami,27.4,63
Karim Alayli,24.3,1324
Karim Hossam,19.8,338
Karim Maamoun,25.5,475
Karim Mohamed Maamoun,26.1,492
Karl Friberg,24.6,398
Karlis Lejnieks,20.1,912
Karlis Ozolins,19.9,1209
Karol Beck,23.8,78
Karol Kucera,28.2,70
Karsten Braasch,32.9,426
Kasidit Samrej,20.9,772
Kasparas Zemaitelis,17.4,-1
Kasper Warming,26.2,-1
Kei Nishikori,25.4,42
Kenneth Carlsen,30.9,115
Kenneth Raisma,22.3,1268
Kenneth Tuilier Curco,19.8,1342
Kenny De Schepper,27.2,113
Kento Takeuchi,26.7,441
Kepler Orellana,25.7,405
Kerlin Leon Zamora,19.4,1312
Kevin Anderson,28.6,43
Kevin Cheruiyot,22.0,1752
Kevin Jonckheer,30.2,-1
Kevin Kim,27.6,109
Kevin King,26.6,375
Kevin Krawietz,23.9,496
Kevin Kung,22.5,-1
Kevin Sorensen,23.8,736
Kevin Ullyett,28.8,208
Khalid Al Nabhani,26.0,-1
Khumoun Sultanov,23.4,427
Ki Lung Ng,21.9,2102
Kim Tiilikainen,26.7,335
Kimmer Coppejans,24.8,163
Kiranpal Pannu,26.5,667
Kirati Siributwong,20.8,978
Kirill Ivanov Smolensky,21.4,590
Kittipong Wachiramanowong,21.1,721
Kj Hippensteel,24.0,293
Komlavi Loglo,33.9,611
Konstantin Don Gruber,24.0,600
Konstantin Kravchuk,29.7,166
Konstantinos Economidis,27.7,247
Konstantinos Mikos,16.4,1293
Kornel Bardoczky,27.4,453
Kris Van Wyk,26.8,466
Kristian Capalik,22.6,370
Kristian Pless,22.7,140
Kristijan Mesaros,23.5,295
Kristjan Tamm,24.1,828
Kristof Vliegen,24.3,93
Krystian Pfeiffer,22.0,547
Kuan Yi Lee,20.4,514
Kwasi Ahenkora,20.7,-1
Kwok Shun Dasson Chan,18.5,-1
Kyle Edmund,23.1,85
Kyle Johnson,25.5,-1
Kyrian Jacquet,23.2,209
Kyu Tae Im,26.3,391
Ladislav Svarc,22.8,313
Lado Chikhladze,21.1,736
Lamine Ouahab,26.9,380
Lars Burgsmuller,27.4,103
Lars Poerschke,25.1,459
Lars Uebel,24.6,288
Laslo Djere,25.9,67
Laurence Tieleman,27.5,108
Laurent Bram,24.4,1131
Laurent Hild,21.1,-1
Laurent Lokoli,23.5,260
Laurent Recouderc,24.6,198
Lauri Kiiski,25.7,825
Laurynas Grigelis,24.2,364
Lavaughn Munroe,20.6,-1
Lawal Shehu,22.4,1210
Lays Salim,26.1,-1
Lazar Magdincev,26.8,601
Lazaro Navarro Batles,27.5,-1
Leander Paes,28.7,388
Leandro Riedi,21.3,217
Learner Tien,18.6,289
Lee Childs,20.3,372
Lefteris Alexiou,21.8,842
Leo Borg,20.3,601
Leonardo Azzaro,28.0,312
Leonardo Kirche,19.7,682
Leonardo Mayer,27.3,64
Leonardo Olguin,26.2,235
Leonardo Ramirez,22.7,-1
Leonardo Tavares,22.2,571
Leos Friedl,26.0,472
Leroy Tujeehut,22.2,-1
Lester Cook,20.2,1445
Levar Harper Griffith,19.2,804
Li Tu,27.0,220
Liam Broady,27.2,170
Liam Caruana,20.5,566
Liam Krall,20.7,-1
Liang Chi Huang,22.3,373
Linh Giang Trinh,23.0,-1
Lionel Roux,27.7,272
Lior Mor,24.3,173
Liova Ayite Ajavon,25.2,-1
Lleyton Cronje,21.9,-1
Lleyton Hewitt,24.9,30
Lloyd Harris,23.8,108
Lluis Miralles,20.3,-1
Lofo Ramiaramanana,23.7,1602
Loic Didavi,25.7,-1
Lorenzo Giustino,27.7,210
Lorenzo Manta,25.7,139
Lorenzo Musetti,20.8,44
Lorenzo Sonego,26.6,53
Louis Vosloo,24.2,211
Louis Wessels,20.1,347
Louk Sorensen,24.9,360
Lovro Zovko,25.4,490
Luca Nardi,20.1,142
Luca Preda,17.8,1099
Luca Van Assche,19.5,92
Luca Vanni,30.5,132
Lucas Andriamasilalao,19.6,-1
Lucas Arnold Ker,27.6,596
Lucas Catarina,23.1,583
Lucas Gomez,21.4,706
Lucas Miedler,23.0,514
Lucas Pouille,23.8,63
Luciano Darderi,22.2,65
Luciano Ramazzini,20.6,-1
Lucky Candra Kurniawan,18.7,-1
Ludovic Walter,28.4,287
Luis Adrian Morejon,28.1,386
Luis Carlos Alvarez Valdes,,-1
Luis David Martinez,25.6,850
Luis Delgado,18.2,-1
Luis Diaz Barriga,25.5,489
Luis Diego Chavez Villalpando,22.2,1581
Luis Diego Nunez,26.1,-1
Luis Felipe Noriega,19.0,-1
Luis Haddock,22.0,-1
Luis Horna,24.5,77
Luis Javier Cuellar Contreras,19.1,1507
Luis Manuel Flores,19.8,981
Luis Patino,24.1,836
Luis Perez Chete,30.0,-1
Luka Belic,18.7,1002
Luka Gregorc,23.6,461
Luka Mikrut,20.2,350
Lukas Dlouhy,23.7,131
Lukas Hellum Lilleengen,20.5,1388
Lukas Klein,25.4,168
Lukas Lacko,25.7,98
Lukas Mugevicius,19.4,687
Lukas Neumayer,21.3,416
Lukas Pokorny,21.9,589
Lukas Rosol,28.8,74
Lukasz Kubot,28.5,104
Luke Bourgeois,28.8,450
Luke Jensen,33.6,-1
Luke Milligan,24.5,533
Luke Saville,22.3,249
Luke Smith,24.1,485
M Abid Ali Khan Akbar,25.9,1622
Mackenzie Mcdonald,26.5,87
Mads Gottlieb,21.2,1225
Magloire Yakpa,21.2,-1
Magnus Gustafsson,34.0,69
Magnus Larsson,31.2,170
Magnus Norman,24.9,43
Mahammad Abid,21.8,-1
Mahesh Bhupathi,28.1,866
Mahmoud Ezz,21.2,1284
Mahmoud Nader Al Baloushi,27.7,-1
Mait Kunnap,21.7,1073
Maks Kasnikowski,19.8,213
Malek Jaziri,32.4,121
Manas Dhamne,15.0,-1
Mansur Yakhyaev,26.5,-1
Mantas Bugailiskis,17.7,-1
Manuel Castellanos,19.5,-1
Manuel Guinard,26.9,164
Manuel Sanchez,25.3,675
Manuel Tejada,29.2,-1
Mao Xin Gong,23.3,450
Marat Deviatiarov,21.4,649
Marat Safin,24.2,24
Marc Abdulnour,23.7,942
Marc Andrea Huesler,26.2,133
Marc Fornell Mestres,25.1,284
Marc Gicquel,31.1,74
Marc Kevin Goellner,30.4,266
Marc Kimmich,22.2,307
Marc Lopez,22.6,216
Marc Polmans,23.7,152
Marc Rosset,30.7,74
Marc Vilanova,19.2,-1
Marcel Felder,23.3,481
Marcel Granollers,26.8,60
Marcello Craca,27.9,325
Marcelo Amador,21.2,590
Marcelo Arevalo,25.1,477
Marcelo Barboza,20.8,648
Marcelo Charpentier,27.8,194
Marcelo Demoliner,29.1,1184
Marcelo Filippini,32.9,416
Marcelo Melo,26.6,-1
Marcelo Rios,25.7,30
Marcin Gawron,22.7,362
Marcin Matkowski,24.6,1014
Marco Antonio Rojas,19.7,1739
Marco Aurelio Nunez,18.4,-1
Marco Cecchinato,27.1,78
Marco Chiudinelli,28.8,160
Marco Crugnola,26.1,275
Marco Mirnegg,22.7,316
Marco Osorio,27.9,550
Marco Trungelliti,29.2,183
Marcos Baghdatis,26.1,51
Marcos Daniel,29.5,101
Marcos Giron,29.0,75
Marcos Lee Chan Baratau,18.8,1320
Marcos Ondruska,27.9,179
Marcus Daniell,23.6,820
Marcus Sarstrand,23.6,377
Marcus Willis,25.7,772
Mardy Fish,25.6,66
Marek Marksoo,19.7,-1
Mariano Albert Ferrando,20.0,340
Mariano Delfino,25.6,185
Mariano Hood,26.9,282
Mariano Navone,23.2,54
Mariano Puerta,24.1,62
Mariano Sanchez,22.0,978
Mariano Zabaleta,25.1,62
Marin Cilic,26.1,37
Marin Draganja,25.3,-1
Marinko Matosevic,27.8,85
Mario Alberto Cayo,19.1,-1
Mario Ancic,21.7,58
Mario Monroy,19.7,1164
Mario Radic,20.6,325
Mario Vilella Martinez,25.6,183
Marius Copil,26.1,141
Marius Tangen,18.7,-1
Mariusz Fyrstenberg,25.8,757
Mark Chigaazira,19.9,1322
Mark Hilton,22.5,387
Mark Knowles,29.6,490
Mark Lajal,20.4,316
Mark Merklein,29.4,592
Mark Nielsen,25.3,382
Mark Philippoussis,26.0,66
Mark Woodforde,34.3,133
Marko Djokovic,19.2,1160
Marko Tepavac,22.8,201
Marko Tkalec,26.3,393
Marko Topo,19.0,730
Markos Kalovelonis,19.7,690
Markus Eriksson,25.3,482
Markus Hantschk,22.9,111
Markus Hipfl,23.3,104
Markus Kerner,18.3,1343
Marsel Ilhan,26.0,134
Martijn Van Haasteren,29.5,1542
Martin Alund,27.4,108
Martin Antonio Vergara Del Puerto,17.6,-1
Martin Cuevas,23.6,559
Martin Damm,20.4,204
Martin Damm Sr,28.1,-1
Martin Emmrich,25.4,994
Martin Fischer,24.8,218
Martin Garcia,23.8,809
Martin Klizan,25.8,67
Martin Landaluce,17.7,497
Martin Lee,24.0,145
Martin Pedersen,23.8,710
Martin Rmus,19.3,-1
Martin Rodriguez,30.4,128
Martin Sayer,22.4,-1
Martin Slanar,27.2,247
Martin Spottl,24.1,197
Martin Stiegwardt,18.3,-1
Martin Vaisse,26.7,309
Martin Vassallo Arguello,27.6,88
Martin Verkerk,25.0,127
Martin Vilarrubi,19.2,944
Martins Podzus,20.1,728
Martins Rocens,23.6,1763
Marton Fucsovics,28.3,82
Martyn Pawelski,19.8,661
Marvin Moeller,17.4,-1
Marvin Rolle,21.5,1558
Marwan Zewar,20.4,-1
Marzio Martelli,28.9,292
Mashiska Washington,27.6,548
Massimo Dellacqua,25.7,301
Matavao Fanguna,27.2,-1
Mate Delic,20.8,225
Mate Pavic,20.2,520
Mate Valkusz,23.8,284
Matej Dodig,19.0,304
Mateus Alves,22.0,556
Matheus Pucinelli De Almeida,21.0,264
Mathias Bourgue,24.7,188
Mathias Hellstrom,26.3,534
Mathieu Montcourt,22.6,149
Mathieu Rodrigues,25.8,275
Matias Boeker,23.5,268
Matias Silva,21.9,729
Matic Kriznik,17.8,1274
Matija Pecotic,33.6,784
Matija Zgaga,18.9,922
Mats Moraing,28.2,243
Matt Klinger,23.7,683
Matt Reid,22.9,216
Matt Simpson,22.6,1342
Matteo Arnaldi,22.8,57
Matteo Berrettini,25.0,35
Matteo Donati,20.1,282
Matteo Gigante,22.3,141
Matteo Marrai,21.4,414
Matteo Martineau,25.0,239
Matteo Trevisan,25.9,451
Matteo Viola,26.4,159
Matthew Barton,24.4,254
Matthew Behrmann,22.9,1358
Matthew Breen,24.5,260
Matthew Ebden,27.7,121
Matthew Forbes,18.3,1848
Matthew Foster Estwick,22.5,-1
Matthew Prentice,23.5,-1
Matthias Bachinger,26.4,139
Mattia Bellucci,23.0,126
Mattias Siimar,21.2,1276
Matwe Middelkoop,30.6,353
Maurice Ruah,28.9,387
Mauricio Doria Medina,20.8,940
Mauricio Echazu,23.5,611
Mauricio Estivariz,21.2,950
Mauricio Hadad,29.0,281
Max Hans Rehberg,19.4,696
Max Mirnyi,26.2,49
Max Purcell,25.1,106
Maxim Bulat,18.1,-1
Maxim Dubarenco,19.8,512
Maxim Shin,20.6,1469
Maxime Authom,25.5,174
Maxime Cressy,25.2,75
Maxime Hamou,20.6,246
Maxime Janvier,23.5,220
Maxime Koffi,15.6,-1
Maxime Teixeira,23.7,229
Maximilian Abel,21.1,240
Maximilian Marterer,24.9,114
Maximo Gonzalez,27.8,121
Maximus Jones,19.3,581
Mazen Osama,19.1,480
Mehdi Bouabbane,18.6,-1
Mehdi Jdi,27.2,1150
Mehdi Tahiri,27.4,590
Mehdi Ziadi,22.3,758
Mehluli Don Ayanda Sibanda,20.0,937
Melle Van Gemerden,26.2,215
Melvin Tong,25.4,1189
Menelaos Efstathiou,22.7,1111
Michael Agwi,20.4,812
Michael Bassem Sobhy,19.0,1326
Michael Berrer,30.1,95
Michael Brown B395,31.2,-1
Michael Chang,29.1,58
Michael Geerts,27.3,275
Michael Hill,25.6,234
Michael Joyce,29.2,265
Michael Kohlmann,28.9,234
Michael Lai,20.5,-1
Michael Lammer,27.2,269
Michael Leong,22.0,1313
Michael Linzer,26.6,310
Michael Llodra,27.5,76
Michael Massih,25.7,-1
Michael Mcclune,21.3,407
Michael Mmoh,23.2,150
Michael Mora,24.3,-1
Michael Quintero,22.6,511
Michael Ray Pallares Gonzalez,23.3,-1
Michael Russell,30.3,104
Michael Ryderstedt,24.2,300
Michael Sell,27.3,167
Michael Tebbutt,30.1,454
Michael Venus,26.2,466
Michael Vrbensky,21.0,311
Michael Yani,29.7,254
Michail Pervolarakis,25.1,441
Michal Mertinak,25.6,217
Michal Przysiezny,27.6,186
Michal Tabara,22.9,103
Michel Koning,23.1,793
Michel Kratochvil,23.0,91
Michel Saade,19.3,-1
Michihisa Onoda,23.6,475
Micke Kontinen,20.4,677
Miguel Angel Este,17.0,1336
Miguel Angel Lopez Jaen,25.4,265
