name,age,rank
Robert Yim,18.4,802
Roberto Bautista Agut,36.5,45
Roberto Carballes Baena,31.5,54
Roberto Carretero,24.8,263
Roberto Cid,28.0,281
Roberto Marcora,31.4,191
Roberto Maytin,18.5,1084
Roberto Ortega Olmedo,25.0,310
Roberto Quiroz,28.8,293
Robin Haase,35.7,257
Robin Kern,19.7,392
Robin Roshardt,20.3,588
Robin Soderling,26.9,5
Robin Vik,26.6,85
Rodolphe Cadart,24.5,275
Rodrigo Banzer,18.4,938
Rodrigo Pacheco Mendez,19.3,444
Rodrigo Senattore,20.6,1026
Roger Federer,39.8,8
Rogerio Dutra Silva,34.2,121
Rogier Wassen,28.1,542
Rohan Bopanna,30.5,479
Rok Jarc,19.9,616
Roko Karanusic,26.4,119
Romain Arneodo,22.9,578
Romain Bogaerts,19.6,1149
Romain Jouan,23.2,440
Roman Andres Burruchaga,22.0,170
Roman Borvanov,29.8,252
Roman Hassanov,21.3,707
Roman Recarte,23.7,756
Roman Safiullin,27.2,60
Roman Valent,26.2,1088
Roman Vogeli,21.3,638
Ronald Agenor,36.1,137
Ronaldo Carvalho,25.5,435
Rouzbeh Kamran,23.5,1398
Rowland Phillips,29.0,1387
Ruan Roelofse,31.8,787
Ruben Bemelmans,33.6,221
Ruben Gonzales,31.3,925
Ruben Ramirez Hidalgo,35.2,117
Rudolf Molleker,23.4,179
Rudolfs Mednis,19.0,1544
Rui Machado,31.0,227
Ryan Harrison,27.7,433
Ryan Henry,18.2,578
Ryan Peniston,27.6,265
Ryan Russell,22.7,874
Ryan Shane,21.3,1410
Ryan Sweeting,24.9,130
Ryler Deheart,24.6,261
Saba Purtseladze,22.4,450
Saketh Myneni,28.7,150
Salifu Mohammed,18.5,719
Salvador Navarro,26.2,206
Salvatore Caruso,28.8,145
Sam Barry,21.0,604
Sam Groth,29.7,201
Sam Querrey,34.6,121
Sam Riffice,22.4,542
Sam Warburg,25.3,169
Sanam Singh,24.6,367
Sanchai Ratiwatana,23.6,1166
Sandro Ehrat,28.3,286
Sanjar Fayziev,27.5,510
Santiago Fa Rodriguez Taverna,22.8,201
Santiago Giraldo,31.3,224
Santiago Gonzalez,27.9,261
Santiago Maresca,21.1,1522
Santiago Ventura,30.3,137
Sargis Sargsian,32.0,107
Sarp Agabigun,20.6,867
Sarvar Ikramov,28.0,554
Sasa Tuksar,20.1,331
Sascha Kloer,23.7,495
Sasi Kumar Mukund,26.6,365
Satoshi Iwabuchi,32.5,364
Scott Barron,26.8,336
Scott Draper,29.3,103
Scott Griekspoor,27.6,224
Scott Humphries,24.2,615
Scott Lipsky,26.8,1004
Scott Oudsema,20.0,390
Scott Willinsky,29.3,1203
Scoville Jenkins,22.5,202
Sean Cooper,23.7,1334
Sebastian Baez,23.6,23
Sebastian Decoud,27.3,173
Sebastian Dominko,20.7,1107
Sebastian Fanselow,32.3,316
Sebastian Fitz,24.8,326
Sebastian Korda,24.1,16
Sebastian Ofner,28.2,55
Sebastian Prieto,24.7,184
Sebastian Quiros,17.9,1774
Sebastian Rieschick,25.6,253
Sebastien De Chaunac,31.8,181
Sebastien Grosjean,31.6,675
Sebastien Lareau,28.1,121
Sebastien Vidal,23.3,1961
Sebo Kiss,24.8,781
Sekou Bangoura,25.7,313
Seong Chan Hong,27.1,141
Sergei Bubka,25.1,167
Sergei Yaroshenko,28.2,586
Sergey Betov,24.9,514
Sergey Fomin,21.6,363
Sergi Bruguera,31.2,140
Sergio Galdos,24.0,860
Sergio Gutierrez Ferrol,23.0,544
Sergio Ramirez,19.9,934
Sergio Roitman,29.8,98
Sergis Kyratzis,18.8,1574
Sergiy Stakhovsky,35.1,194
Serguei Tarasevitch,18.5,1256
Seung Bok Baek,28.1,827
Seung Hoon Lee,21.8,567
Shahab Hassani Nafez,27.4,974
Shahin Khaledan,26.6,1995
Shahzad Khan,18.7,1497
Shane Stone,24.7,1371
Shao Xuan Zeng,28.1,393
Sharmal Dissanayake,21.7,1455
Sheil Kotecha,19.9,1385
Sherif Sabry,25.5,688
Shintaro Mochizuki,20.3,215
Sho Shimabukuro,26.1,148
Siddharth Vishwakarma,29.9,588
Siim Troost,21.7,1580
Simen Sunde Bratholm,17.9,1376
Simon Carr,22.8,767
Simon Greul,30.0,125
Simon Larose,25.6,228
Simon Rea,24.5,1031
Simon Shen,25.5,1207
Simon Stadler,25.1,142
Simone Bolelli,33.2,141
Simone Vagnozzi,27.8,186
Sina Moghimi,22.6,1086
Sjeng Schalken,28.7,89
Skander Mansouri,29.1,681
Skyler Butts,24.3,1221
Slah Mbarek,19.1,1832
Slava Dosedel,30.8,102
Slim Hamza,18.7,1602
Slimane Saoudi,32.7,550
Solon Peppas,28.6,526
Somdev Devvarman,30.5,164
Sonchat Ratiwatana,22.0,749
Soon Woo Kwon,26.7,344
Soong Jae Cho,20.1,746
Soren Hess Olesen,27.0,943
Soufiane El Mesbahi,17.1,1533
Srinath Prahlad,27.5,385
Stan Wawrinka,39.5,169
Stanislav Vovk,21.5,465
Stefan Koubek,33.1,135
Stefan Kozlov,24.0,130
Stefan Wauters,24.0,212
Stefano Cobolli,23.3,400
Stefano Galvani,31.0,201
Stefano Ianni,25.4,559
Stefano Napolitano,29.0,125
Stefano Pescosolido,33.0,143
Stefano Tarallo,24.5,151
Stefano Travaglia,30.1,119
Stefanos Sakellaridis,18.3,803
Stefanos Tsitsipas,26.2,11
Stephane Bohli,25.2,135
Stephane Huet,30.1,179
Stephane Robert,38.1,158
Stephen Nugent,24.8,1432
Steve Darcis,35.8,200
Steve Johnson,33.5,197
Steven Diez,28.1,262
Steven Korteling,21.5,463
Stian Boretti,25.5,737
Strong Kirchheimer,29.3,511
Stylianos Christodoulou,19.2,1114
Suk Young Jeong,19.7,321
Sultan Khalfan,29.7,1116
Sumit Nagal,26.9,80
Sun Yong Kim Jr,19.6,734
Sunil Kumar,16.7,1199
Sunu Wahyu Trijati,22.8,1739
Suwandi Suwandi,30.0,751
Syrym Abdukhalikov,21.1,932
Tadas Babelis,20.5,1582
Tai Wei Liu,18.4,751
Takahiro Terachi,26.2,431
Takanyi Garanganga,27.3,502
Takao Suzuki,32.6,397
Takuto Niki,27.9,340
Talal Ouahabi,33.1,1126
Tallon Griekspoor,28.3,40
Tao Mu,23.3,573
Tapio Nurminen,25.4,336
Taras Demyanekno,18.2,1354
Taro Daniel,31.6,93
Taso Vasiliadis,28.1,718
Tasuku Iwami,25.2,333
Tatsuma Ito,31.6,146
Taylor Dent,29.5,92
Taylor Fritz,27.0,4
Temur Ismailov,22.2,406
Tennys Sandgren,30.2,101
Terence Atmane,22.7,161
Tetsuya Chaen,32.9,625
Teymuraz Gabashvili,31.1,101
Thai Son Kwiatkowski,28.5,477
Thanapet Chanta,24.3,938
Thanasi Kokkinakis,28.6,77
Theo Papamalamis,18.8,721
Theodoros Angelinos,27.0,636
Thiago Agustin Tirante,23.2,101
Thiago Alves,27.6,134
Thiago Monteiro,30.2,76
Thiago Seyboth Wild,24.5,80
Thiemo De Bakker,29.3,369
Thien Nguyen Hoang,21.8,1443
Thierry Ascione,28.6,200
Thierry Guardiola,28.5,147
Thomas Blake,25.7,316
Thomas Dupre,27.5,274
Thomas Enqvist,31.6,157
Thomas Fabbiano,30.2,87
Thomas Fancutt,25.9,562
Thomas Johansson,33.9,178
Thomas Kromann,23.0,1197
Thomas Muster,44.0,1078
Thomas Oger,30.2,572
Thomas Schiessling,27.7,937
Thomas Schoorel,22.9,132
Thomas Shimada,28.4,1351
Thomas Yaka Kofi Setodji,28.9,1240
Thomaz Bellucci,30.1,137
Ti Chen,34.3,322
Tiago Godinho,18.0,1274
Tiago Sousa,22.4,964
Tigre Hank,22.9,470
Tihomir Grozdanov,28.2,1661
Tilen Zitnik,25.7,1644
Tim Goransson,20.2,800
Tim Henman,33.0,92
Tim Puetz,26.5,251
Tim Smyczek,31.5,281
Tim Van Rijthoven,25.7,107
Timo Fleischfresser,21.3,566
Timo Nieminen,25.4,375
Timofey Skatov,23.4,223
Timothy Neilly,20.4,1145
Titouan Droguet,22.2,171
Tobias Clemens,27.1,265
Tobias Kamke,31.1,185
Tobias Klein,23.2,839
Tobias Summerer,24.2,266
Todd Larkham,28.2,235
Todd Martin,33.9,72
Todd Perry,24.8,484
Todd Reid,20.1,127
Todd Widom,25.8,232
Todd Woodbridge,30.2,201
Todor Enev,27.0,747
Tom Kocevar Desman,31.1,688
Tomas Barrios Vera,26.2,111
Tomas Behrend,31.3,113
Tomas Berdych,33.9,101
Tomas Cakl,25.7,182
Tomas Machac,24.0,27
Tomas Martin Etcheverry,25.3,39
Tomas Tenconi,23.0,225
Tomas Zib,31.6,126
Tomislav Brkic,26.8,418
Tomislav Jotovski,19.6,1412
Tomislav Peric,23.0,1255
Tomislav Ternar,22.3,728
Tommy Haas,39.1,302
Tommy Paul,27.4,13
Tommy Robredo,35.0,274
Toni Androic,23.5,363
Torsten Popp,22.6,222
Toshihide Matsui,29.4,536
Travis Rettenmaier,22.5,297
Treat Conrad Huey,26.5,1090
Trent Bryde,21.9,1164
Trevor Spracklin,24.6,882
Tripp Phillips,26.5,413
Tristan Lamasine,27.8,271
Tristan Schoolkate,23.4,193
Tsung Hua Yang,25.4,447
Tucker Vorster,27.8,410
Tuna Altuna,21.4,932
Tung Lin Wu,26.3,318
Tuomas Ketola,30.0,230
Tzvetan Mihov,19.0,937
Ugo Blanchet,25.5,161
Ugo Humbert,26.3,18
Ugo Nastasi,19.7,1846
Uladzimir Ignatik,22.7,148
Ulises Blanch,22.4,244
Uros Vico,24.5,254
Vaclav Safranek,23.8,233
Vadim Davletshin,21.0,620
Vadim Kutsenko,26.8,304
Vaja Uzakov,22.7,959
Valentin Dimov,21.3,794
Valentin Sanon,22.8,729
Valentin Vacherot,25.2,171
Vasek Pospisil,33.6,486
Vasilis Mazarakis,25.4,162
Vasilly Kazhera,18.4,1087
Viacheslav Bielinskyi,19.1,622
Victor Baluda,22.0,466
Victor Bruthans,26.2,318
Victor Crivoi,30.2,354
Victor Estrella,37.5,86
Victor Hanescu,33.6,146
Victor Ionita,21.3,216
Victor Ribas,22.6,1327
Victor Romero,26.4,495
Vijayant Malik,22.9,537
Viktor Durasovic,26.8,413
Viktor Filipenko,21.5,773
Viktor Galovic,27.8,267
Viktor Troicki,35.3,230
Vilius Gaubas,19.0,366
Ville Liukko,26.3,309
Vincent Millot,32.4,291
Vincent Spadea,34.9,113
Vincenzo Santopadre,29.7,180
Vishal Punna,20.0,821
Vishal Uppal,29.1,526
Vishnu Vardhan,25.1,262
Vit Kopriva,26.6,115
Vitaliy Sachko,27.1,386
Vivek Shokeen,19.5,733
Vladimir Ivanov,29.8,442
Vladimir Obradovic,21.2,775
Vladimir Pavicevic,25.1,402
Vladimir Voltchkov,28.8,730
Vladyslav Manafov,18.9,1283
Vladyslav Orlov,28.3,408
Walid Ahouda,19.9,1077
Walid Jallali,29.7,725
Walter Trusendi,27.5,386
Wan Gao,20.6,1249
Warit Sornbutnark,22.0,1009
Wayne Arthurs,36.2,195
Wayne Black,30.3,364
Wayne Ferreira,33.0,109
Wayne Odesnik,27.2,131
Weerapat Doakmaiklee,23.0,703
Wei Jen Cheng,22.1,1332
Wen Lung Chang,21.7,1371
Werner Eschauer,33.6,66
Wesley Moodie,28.6,157
Wesley Whitehouse,28.3,373
Wilfredo Gonzalez,27.1,1089
William Blumberg,24.4,773
William Ward,18.0,1425
Wing Luen Wong,24.8,1488
Wishaya Trongcharoenchaikul,24.9,623
Wisnu Adi Nugroho,18.0,1879
Wojciech Marek,19.7,632
Wolfgang Schranz,24.3,318
Woong Sun Jun,22.0,293
Xavier Malisse,33.0,100
Xin Gao,20.3,944
Xin Yuan Yu,22.9,515
Ya Nan Ma,21.6,941
Yan Bai,26.3,266
Yanaki Milev,20.4,445
Yanki Erel,23.3,325
Yann Marti,26.1,212
Yannick Hanfmann,32.8,95
Yannick Maden,29.8,129
Yannick Mertens,22.6,271
Yaoki Ishii,22.9,254
Yaraslav Shyla,24.5,390
Yasir Khan,19.8,1797
Yasitha De Silva,22.5,1674
Yassine Dlimi,20.7,604
Yassine Idmbarek,28.5,910
Yasutaka Uchiyama,32.1,160
Ye Cong Mo,23.2,668
Yen Hsun Lu,37.6,1020
Yevgeny Kafelnikov,29.6,41
Yew Ming Si,30.8,1763
Yi Zhou,19.5,440
Yibing Wu,24.9,560
Yohny Romero,31.2,710
Yong Il Yoon,27.9,194
Yong Kyu Lim,25.0,626
Yordan Kanev,23.1,917
Yoshihito Nishioka,28.9,59
Yosuke Watanuki,26.4,336
Younes El Aynaoui,36.6,189
Younes Lalami Laaroussi,23.3,1074
Younes Rachidi,27.3,869
Young Jun Kim,31.5,474
Youssef Hossam,19.8,311
Yshai Oliel,24.6,463
Yu Hsiou Hsu,24.5,184
Yu Jr Wang,25.1,548
Yu Zhang,24.8,763
Yuichi Ito,22.1,622
Yuichi Sugita,32.8,111
Yuki Bhambri,29.6,590
Yunseong Chung,25.3,322
Yuri Schukin,31.0,147
Yusuke Takahashi,19.9,262
Yuta Shimizu,21.7,340
Yuttana Charoenphon,22.4,976
Yves Allegro,29.6,803
Zach Dailey,23.2,868
Zachary Svajda,21.8,131
Zack Fleishman,27.5,145
Zbynek Mlynarik,23.4,418
Zdenek Kolar,25.6,134
Ze Zhang,27.7,247
Zeljko Krajan,25.4,453
Zhe Li,32.3,262
Zhizhen Zhang,27.9,48
Zibusiso Ncube,24.6,1217
Zizou Bergs,25.4,61
Zsolt Tatar,20.6,716
Zsombor Piros,24.9,222
Zura Tkemaladze,22.6,681
